title,href,context,hashtag
禁跨性別用女廁！雇主挨告2度敗訴⋯法院：無經他人同意之必要,https://www.dcard.tw/f/mood/p/236493532,最近實習工讀老闆總是叫我們做一些跟工作內容無關的事，讓我很困擾啊啊啊該怎麼做呢？？ 第一天上午工作內容是清理老舊辦公室及廁所，那個辦公室有螞蟻窩(地板全都是螞蟻)、蜂窩、天花板牆上佈滿蜘蛛網、蟋蟀，廁所地板都是壁虎蛋，馬桶變成黑色都是螞蟻，還有小強等等昆蟲，老闆說這就是以後要給我們的辦公室，外賽叫我們要在那裡生存真的不容易🥺 下午到老闆的山上採川崎、拔龍鬚菜、摘地瓜葉，我們四肢都被小黑蚊叮到沒有一塊完整的皮膚。 工作內容都跟當時開的職缺工作內容完全不一樣ಥ_ಥ 只叫我們一直做很辛苦的農務（？ 另外老闆有時會說一些性別歧視的話，有點不舒服，還問我有沒有男朋友｡:ﾟ(;´∩`;)ﾟ:｡ 覺得好可怕，有點想辭職，我該怎麼做比較恰當？？><,"工作,靠北,心事"
男友覺得三萬不夠,https://www.dcard.tw/f/mood/p/236493142,偶要來逆風一下 仔細想想 原po說是她暗戀的男生欸 這樣應該不算約炮吧？ 基本上就是合意性交 然後就沒有然後了 那有更符合的詞彙吧？ 這叫作一夜情呀 然後你各位男生再想想看 如果是你暗戀的女生跟你說「敢玩敢當，我讓你進來，來吧」 難道你們不上嗎？甚至只要是正妹就上了吧？還可能覺得自己很幸運 在我看來 只罵女生也不太對吧 男生不也進去了？？？ 還是說 女的就easy 男的就好屌 這樣嗎？呵呵 更：某些男生只會躲在螢幕後面罵女生，罵的有夠難聽，自己遇到還不是督進去，還會暗爽勒，假正經假道德，噁心,"約炮,價值觀"
校隊180帥哥是母胎單的原因,https://www.dcard.tw/f/mood/p/236489581,我從小就因為爸爸很情緒化所以很討厭我爸 痛恨他對我媽大小聲 痛恨我阿嬤對我媽頤指氣使 痛恨我姑姑對我媽講風涼話 喔對 我爸除了情緒化， 還種族歧視(很愛說XX人就是怎樣這種一竿子打翻所有人的話) 性別歧視(說女生就該怎樣怎樣，或是女生不勤勞一點以後嫁出去怎麼辦這種話😀） 歧視同性戀(不是反對喔，是歧視） 怕打太多字我就不一一贅述了 我爸在家只負責房貸跟遛狗，房貸聽起來很多 但家裡的開銷，小至水電費、買菜，大至我爸的卡費，我的學費跟房租，都是我媽在付 我媽也有在上班，不是家庭主婦 卻還要洗衣服曬衣服，煮飯跟洗碗 雖然我爸總是說「簡單煮就好」 但他從來沒進過廚房，不知道根本沒有所謂的簡單煮好嗎 他連泡麵都要我幫他煮，不幫他煮就是不孝順😀 儘管我媽做了這麼多，我爸卻覺得這些都是理所當然的，對我媽就像對婢女講話一樣 某次我爸去廚房，問「電鍋用好了嗎？我要拔插頭了」 等等 電鍋有沒有跳起來這個很明顯吧？？先不說當時就還在蒸，他幹嘛突然要拔插頭？？ 我媽回他「還沒啦，裡面在蒸飯，你打開的話會不熟」 我爸竟然回「我就問一句妳那麼多話幹嘛？」 或是我媽在洗菜，他要用洗手台就會直接把我媽擠開，洗完手亂甩水，我媽提醒他以後還被說「誰叫你要擋在那邊」 有時候我在場就會幫我媽講話，我爸就會訓斥我對長輩沒大沒小 唉，我可能也只能在家事上多幫忙我媽了吧，金錢上，我還是學生，雖然有打工但賺的不多，真的很無能為力 好不容易我上了離家很遠的大學，順勢逃離了家裡 最近因為疫情回家住，真的快受不了 我爸見到我就唸我幹嘛一直躲在房間，或是叫我辭職專心準備考研 (待在房間就待在房間為什麼要用「躲」這個字眼 聽了真的很不爽🙂） 我在房間線上上課，他經過我房間的時候就會隨口問「你有沒有認真在上課啊？」 不知道為什麼，聽到這句話的我就會氣不打一處來 之前我已經上完一上午的課，下樓去吃午餐的時候也會故意問「又睡到中午阿？」(因為我都會睡到快上課，所以不會吃早餐，都等上完課才下樓吃午餐） 雖然我都無視掉，不會回應他，但心裡其實很生氣🥲 我常覺得自己很小題大作，也很納悶我對於我爸怎麼會這麼零容忍 因為只要他一句話我就會被激怒... 這幾天我很認真在減肥，至今大概持續了一個月 我在家踩飛輪每次都會踩至少半小時 但大概踩10幾分鐘他就會跑過來說「好了啦 不要踩了」「怎麼踩這麼久」「再踩會有蘿蔔腿」 一直以來我對他這種言語都採無視處理，但某次真的很不屑就回了一句「不踩才會有蘿蔔腿好嗎」 儘管如此，這幾天他只要看我在踩飛輪，又會跑過來念「怎麼踩這麼久」「踩這麼久幹嘛」 真的快受不了了，我踩不到半小時耶？？好想跟他講難道要像你一樣躺在沙發上狂吃零食嗎，但應該又會是一場激烈的口舌戰爭所以就算了😀 有時候都覺得我爸是不是有病為什麼講話一定要這樣，我踩多久乾他屁事，很納悶為什麼連運動這種有益身心健康的事都要管 那台室內腳踏車甚至還是他當初信誓旦旦說要減肥買的，結果他都拿來掛衣服，要不是我最近回家不然根本沒人在用 會讓我爆炸的原因是 他剛剛講了一句「踩這麼多也沒看你變瘦啊」 馬的😀,"爸爸,關係"
有關職場的公用空間使用大家看法如何呢？,https://www.dcard.tw/f/mood/p/236482974,【大紀元2021年05月28日訊】（英文大紀元專欄作家Mark Hendrickson撰文／信宇編譯）不久前，一位遠房表親給我轉發了一份由「64個主要組織」發表的聲明，標題為「和平、裁軍和共同安全運動」。我不確定這份文件是否應該歸類為立場文件、請願書或呼籲信，但無論如何，該聲明譴責了他們所認為的美國共和、民主兩黨面對中共日趨嚴重的「冷戰」思維。他們希望避免與中共之間爆發熱戰（尤其是核武器介入的戰爭）。 到目前為止，一切都還正常。我們無法想像任何政治派別的美國人會對兩國之間爆發這樣一場破壞性衝突的前景感到高興。然而，他們呼籲美國領導人避免與中共領導人對立對抗的理由卻更凸顯問題。 和平運動聲明指出，「令人擔憂的是，兩個政黨均日益嚴重地陷入一種危險的短視世界觀，認為中共對美國繁榮和安全構成了關鍵性生存威脅。」然而事實上，如果不是基以中共構成威脅的認知來採取必要行動，那才是短視的。雖然我不得不承認，我們國家政府荒謬的狂熱支出，加之一向順從的美聯儲似乎無節制的貨幣擴張政策，可能超越中共而成為對我們國家繁榮的最大生存威脅；然而論及對我們國家安全構成的全球最大威脅，則非中共莫屬了。 令人難以置信的是，和平運動聲明認為，「過時的冷戰思維……削弱了人權議程，為中共政府提供了炮彈，後者聲稱外界對其侵權行為的批評……旨在削弱中共政權。」凡此種種，意欲何為？難道我們的領導人應該對侵犯人權的行為視而不見保持沉默嗎？難道我們應該完全放棄人權議程，以討取那些肇事者的歡心嗎？ 這種做法與美國和平運動分子在對待前蘇聯問題時採取的方式如出一轍，他們會說：哦，請不要冒犯那些人。這種方式很天真，當然也有人認為很新潮，只是角度不同而已。如果我們以誠相待，他們也會得到感化投桃報李。對不起，夥計們，你們看錯了。一貫壓迫、奴役和謀殺本國公民的共產主義領導人並不是「與我們同類」的人，他們才不希望像我們一樣和平相處。他們具有野心勃勃的長遠計劃，而「善待」他人並不屬於這些計劃之列。 這個和平運動倡議敦促對中共採取非對抗性立場，其議程和最終目的究竟是什麼？從他們自己發表的各類聲明來看，他們的主要目標似乎是要在美國國內採用社會主義。他們以宗教般的狂熱，敦促我們國家的領導人將我們強大的核導彈打造成慷慨的施捨品。用他們自己的話說，他們尋求「通過投資於創新和綠色工作，從根本上重塑我們自己的經濟；加強勞工和提高薪資；根除系統性的種族主義、性別歧視和社會不公等問題；並打造民眾負擔得起的醫療保健、住房、教育和一個宜居的地球。」 哇啊，這個說法幾乎就是40年前美蘇冷戰時期的說辭逐字逐句原封不動的複製品。兩者相似程度之高令人咋舌。與當時的冷戰情形同出一轍，面對國家行為人員的侵略性和惡毒性，今天的左翼和平運動要求民眾選擇輕描淡寫，甚至熟視無睹。因為他們認為，我們國家道德行動唯一的指導方針就是傾盡所有的國家資源用於創建一個全國範圍內的烏托邦式社會主義制度。目前，被動地任由極權主義共產主義思潮隨意蔓延構成了我們國家的道德外交政策。對此，我相信大多數美國人都不會贊同的。 事實上，該和平運動文件中最明顯的缺失就是，作為「和平」組織的正式聲明，竟然絲毫不敢承認中共正如早已解體的蘇聯共產黨一樣，長期以來一直野蠻侵犯國內外人權。無人點透一個事實：中共目前種種表現，就是一個殘暴的擴張主義政權所為。在和平運動分子看來，如果美國和中共之間緊張局勢升級，那就必然是我們的過錯。 正如蘇聯冷戰時期的情形那般，目前的和平文件明顯傾向於鼓勵美國採取單邊核軍備削減政策，而不是雙方全面核裁軍。甚至到目前為止，沒有人願意考慮這樣一種可能性，即中共一旦擁有核優勢，世界將會瞬間變得動盪不安。 實際而言，難道今天的和平倡導者真的相信，將數萬億美元投入綠色能源工程，相對於將數十億美元投入核武器項目，會帶來更好的和平前景嗎？這個推論不合邏輯，簡直令人驚掉下巴！噢，該運動還聲稱要給予「種族主義」更多關注？請把一碗水端平，公正對待這個世界吧，好嗎？在這個世界上，很難找到比中共黨魁習近平更鐵桿的種族主義者了，中共治下的種族優越性信念，遠比我們國家強烈。電影《西藏七年》（Seven Years in Tibet）對這種可怕的黑暗心態進行了難得的紀實再現。專著《中國種族主義的戰略後果》（THE STRATEGIC CONSEQUENCES OF CHINESE RACISM: A Strategic Asymmetry for the United States ）則對中共的種族主義現象進行了長篇學術探討，該書的第221—239頁的結論部分更對此進行了系統總結。 （譯註：《西藏七年》（Seven Years in Tibet）是一部美國傳記電影，內容根據奧地利登山運動員海因里希·哈勒（Heinrich Harrer）的同名自傳改編而成，以二戰伊始的1939年開場，後轉而描述哈勒於1944—1951年這七年間在西藏生活的經歷，1997年首映，法國導演讓-雅克·阿諾（Jean-Jacques Annaud）執導，好萊塢影星布拉德·皮特（Brad Pitt）和大衛·休里斯（David Thewlis）主演。專著《中國種族主義的戰略後果》，全名《中國種族主義的戰略後果：與美國戰略不對稱性對比研究》（The Strategic Consequences of Chinese Racism: A Strategic Asymmetry for the United States），全書共254頁，塞耶有限公司（Thayer Limited，LLC）2013年出版。） 坦率地講，「爭取和平運動」組織暗示，如果我們不抵抗中共的反人類罪行，就能獲得和平；這讓我想到了《耶利米書》（Jeremiah）中的一節經文，它譴責「說：平安了！平安了！其實沒有平 安。」的虛假保證（耶6:14）。1775年3月，美國開國元勛帕特里克·亨利（Patrick Henry）在其著名的「不自由，毋寧死！」演講中引用了《聖經》中的內容，他說：「人們可能會喊，平安了，平安了——但根本沒有平安。戰爭實際上已經開始了！」也許，如果亨利先生今天在這裡，他還會振臂一呼，重複這段精采演講。 戰爭真的來臨了嗎？讓我們拭目以待，未來的諸多事件將給公眾提供一個更清晰的答案。然而時不我待，美國消極應付局勢的時間早已過去。我們不需要前總統巴拉克·奧巴馬（Barack Obama）執政時期那種虛張聲勢的空洞威脅。我更推崇另一位前總統泰迪·羅斯福（Teddy Roosevelt）在處理外交關係時遵循的座右銘「溫言在口，大棒在手」（Speak softly and carry a big stick.）所體現出來的尊榮和嚴肅。 具體指導如何應對中共的侵犯和威脅，超出了我的職責範疇，但我們的領導人應該傾聽民意，遠離那些無視中共威脅的政客。民眾所需要的國家領導者應該堅守道德標準，避免自我炫耀和無謂的戰爭叫囂，同時沉著地、毫不含糊地警告中共，一旦越過紅線，就要付出代價，包括任何他們無法承受的沉重代價。 原文：‘Peace’ With the CCP: Echoes of Soviet-Era ‘Peace’ Posturing刊登於英文《大紀元時報》。 作者簡介： 馬克‧亨德里克森（Mark Hendrickson）是一位經濟學家，退休前任職於賓夕法尼亞州格羅夫城市學院（Grove City College），目前仍然是該校信仰與自由研究所的經濟與社會政策研究員。 本文僅代表作者觀點，並不一定反映《大紀元時報》立場。 責任編輯：高靜#◇ https://www.epochtimes.com/b5/21/5/28/n12982404.htm,"蘇聯,綏靖,中共"
我們的畢業旅行2,https://www.dcard.tw/f/mood/p/236478487,*先說我不清楚要po哪版，但看到這種奇文我實在忍不住* 我很認同原po說法ㄟ 像「文科教育」這種東西齁，都在洗腦特定價值跟意識形態；當你被教育成功了，你們就都被洗腦了 齁。 --------------------------------------------------------------------------------------------------------------------------------------------------------- 所以齁 我跟原po一樣沒有成功被「教育」 我性平教育失敗 我沒被洗腦 我驕傲齁齁齁齁齁 我覺得阿，根本不該把性別歧視放入教材 齁 因為小孩就是空白的一張紙 沒有和我一樣能獨立思考的人 就會被「灌輸」這些價值觀 如同她留言區的某些人 齁 真的很可恥 沒有獨立思考能力 齁 性別教育根本不該出現在教科書 像我就覺得，女人這種下賤畜生就不該出來讀書、工作，乖乖待在家裡洗碗生小孩等著被幹就好!看看那些伊斯蘭教國家，女人被強姦還要被處罰；再看看印度，女人就是男人的生產機器，隨手可丟強暴的物品。 可是台灣卻通過性別平等法案，竟然保護女生權利，還對未滿18歲的人展示或宣傳男女平權的東西，這樣根本沒辦法讓他們正常發展! 齁~ 因該讓每個人自己生成自己的價值觀 而不是「灌輸」他們:不能歧視女人 ---------------------------------------------------------------------------------------------------------------------------------------------------------- 齁 尊重一詞真的被濫用了ㄟ 齁 不認同幹嘛尊重你 你就女的我幹嘛尊重你 你有尊重我歧視女人的立場嗎? 會講尊重 那是女人無能為力 齁齁齁齁齁 比如你連尊x的意思都不懂還敢在網路上po文被笑 能怎樣? 當然沒辦法怎樣啊 因為妳連對人處事都不會嘛 所以只好一直更更更開始詭辯阿 沒辦法妳就女人啊 麻煩搞清楚「尊重的本質」好嘛 ---------------------------------------------------------------------------------------------------------------------------------------------------------- 齁齁 「教育失敗的我」不值得驕傲嗎? 我現在教育妳:看到女人就強姦 請問你認同嗎? 不認同的話就是教育失敗歐 請問你對大男人主義有何感想 什麼課本寫的東西我一定要接受嗎? 你們沒有獨立思考能力! 齁齁齁齁齁齁齁齁齁齁齁齁齁齁齁齁,有趣
柯文哲談家戶感染扯同志團體！台灣基進：柯文哲才是問題,https://www.dcard.tw/f/mood/p/236473597,https://i.imgur.com/CVpzYTK.jpg https://i.imgur.com/IWZCkTU.jpg 教的爛不知檢討 考試規則還要性別歧視 在此號召班上男同學教學評鑑把永東洗下去 別再讓學弟妹被荼毒= =,"普物,新生,選課,不爽,期末考"
去你他家的性別平等,https://www.dcard.tw/f/mood/p/236459547,請問大家覺得 男生如果會說 「這個人遊戲打那麼爛一定是女生」 「這個車開這麼爛一定是女的」這種話 是不是很不ok? 跟他說不要這樣 我不喜歡 還有點無奈 覺得我難搞 我說這是性別歧視的言論 他說 這是有根據的好嗎？ 所以各位是怎麼想的呢,"感情,性別議題,歧視女性"
女孩子抽菸不好,https://www.dcard.tw/f/mood/p/236439933,https://www.dcard.tw/v2/vivid/videos/0d7beb40-d3a2-40dd-981b-0defb288de3d?r=0.56875 https://i.imgur.com/LoWkykr.jpg https://i.imgur.com/Yvc5DdD.jpg 嗨 大家好！可以幫幫我們的期末作業嗎 請大家多多在底下留言給予意見及看法🙏🙏🙏 創作類型：疊疊樂 創作理念：把疊疊樂意象化做人的靈魂軀殼，中堅骨幹的方塊積木代表人的靈魂主幹，是我們人活下去的動力及支撐，即正向或是愉悅的情緒，可生活當中總會遇到很多困難消磨掉我們的正能量，當這些好的情緒被一一抽走，靈魂失去支撐便會情緒崩潰，而邊角的方塊積木就是我們在生活中容易沾染上或吸附上的負面情緒，在疊疊樂當中也是容易抽除的方塊，負面情緒對某些人來說可能來的快去得也快，可是有的人他卻無法排解，當負面情緒無法排解或是人們異樣眼光的標籤一個一個積壓上來，最終會把一個人壓垮。 課堂理論：什麼是「女人的樣子」，是要溫柔、有氣質、會打扮嗎? 「男人的樣子」，是要很man、有肩膀、責任心嗎? 一直以來我們用社會性別的意涵與人相處，這些都是一種刻板印象及性別歧視。在受到這種的歧視、壓力、眼光，人們會有負面的情緒，這些對有些人可能沒什麼，但有些人可能會有想輕生、難過或是心理疾病的產生，所以對每個人，不管是同性或是異性，在相處時，都要抱持著尊重態度，才能建立和諧的性別關係。 創作細節：我們會將每塊積木編號，每一塊分別代表不同的情緒或受到的傷害，積木會區分出主要積木及其他積木，主要積木會放在中間及底下不容易抽出的位置，代表人支撐的動力；其他積木會有好的情緒與不好的情緒，但只有抽出不好的情緒需要繼續往上疊，代表負面的壓力是不容易及無法排解的，在一塊塊的壓力持續的往身上放，最後會承受不住倒塌。遊戲方式是以抽籤的方式，抽出什麼編號就將那塊積木抽出。 謝謝大家幫忙～😀,"報告,親密關係,性別平等,台南應用科技大學,南應大"
#三更 朝夕相處的同事，在飲料加了「不明物」,https://www.dcard.tw/f/mood/p/236433777,最近發現朋友喜歡的團 裡面有幾個人的行為令人感到不行 一個是一臉笑容的說自己在初二的時候 自己跟朋友晚上去摸別的女生的身體😰 但要不是隊長 感覺他還會繼續講下去 這完全就是性騷擾啊… 而且還是還在初二的時候... 另一個是有粉絲發現有在youtube追蹤厭女的頻道... 還有一個令人不解的是一位以前稍胖的成員 在參加節目時 有女素人說不用為了要減肥而節食什麼的 他竟然反問她說可是你是女生欸.... 完全就是性別歧視啊… 更何況這位雖然最近瘦下來了 但還是算微胖啊… 我真的不能接受講這種話的人欸.... 一直在想到底要不要跟朋友說 但不知道她是知道還是選擇性的忽略 不敢隨便問她 但她又很愛跟我說她的偶像怎麼樣 我真的是覺得那些人很不行聽不下去..... 更 對大家覺得是反串的說聲對不起 可能我講的太直白了 會好好跟朋友說的 不會去干預她追她喜歡的 因為各有所好 還有各有各的價值觀 然後我也沒覺得一竿子打翻整團 我還是有欣賞的該團其他成員的 我會把過於偏激的留言刪掉的 二更 不放證據影片什麼的就是不想直接明指 很多人都說很明顯這點我只能說對不起... 我原本以為大家不會都知道 因為我自己以前是不知道 只是最近一些因緣際會 有人來找我討論我才知道的 事後自己查了資料很震驚 然後不知道之後要怎麼面對朋友才問的,韓星
如何有效的討論--發表立場、反駁和回應留言,https://www.dcard.tw/f/mood/p/236430469,《火神的眼淚》是2021年的台灣職人劇，也是台灣首次以消防員為題材的連續劇。故事講述一群「打火英雄」，在同安消防隊裡的每一次救護、救援任務中看見社會百態與人性，以及各自面對自己的人生課題，一場大火將改變他們之間的命運。全劇共10集，毎集60分鐘。﻿ https://www.instagram.com/p/CPvix3wllQF/ https://i.imgur.com/TjNH2A8.jpg 《火神的眼淚》以超高畫質全4K拍攝並以最高規格製作，全劇斥資近億元打造，由公共電視與myVideo聯合製作，花費近三年的時間完成，最後一集的娛樂城大火甚至耗資750萬拍攝。﻿ https://i.imgur.com/EnY24r2.jpg 不管是2015年的「桃園市新屋保齡球館大火」或是2019年的「台中大雅區工廠大火」都有消防員因公殉職，多起傷亡事件逐漸喚起社會大眾對消防員的重視，而今年的台劇《火神的眼淚》則是細膩刻畫了消防員這個角色，透過戲劇讓觀眾能體會高風險職業的辛酸血淚。﻿ https://i.imgur.com/WjzBDPB.jpg 前幾集將焦點放在角色的背景，明確點出他們各自遭遇到的問題，同時呼應了消防員職業的不易。例如漢成面臨工作家庭的衝突，使得他必須在兩者之間做取捨，無法割捨熱愛且有意義的消防員工作，一旦選擇工作，妻子又得面臨偽單親的生活，內心的拉扯十分煎熬。﻿ https://i.imgur.com/Cayzl4x.jpg 除了工作家庭的問題，也將近年幾個熱門議題放入劇情中，像是女性的職場性別歧視、上個世代的傳統觀念、同志議題，還有4月因太魯閣號出軌事件，讓社會大眾重新正視的「創傷後壓力症候群」（PTSD）。﻿ 值得一提的是，飾演受PTSD困擾的演員林柏宏，為了能完美呈現PTSD患者的症狀，劇組還安排了專業課程進行講解！最後一集的鋼琴戲碼，也是他重零基礎開始苦練鋼琴，另外有很多人不解手錶的意義，柏宏在直播時有特地解說，數字代表的是救人次數。﻿ https://i.imgur.com/YtFn3bV.jpg 只有10集，但卻塞了很多重點在劇中，從消防員到不理性的民眾，甚至到政府、國家體制。消防員的工作暴露在危險中，但出事往往是基層要負責，顯示了法條制度的不合理。﻿ 第四集破不破門的「兩難」，人命關天，如果消防員強行破門，雖有法律授權，但民眾依舊可以維護自己權益，提起告訴或求償，由於爭議太常發生，逼不得已只能制定SOP，讓人看得相當無奈。 https://i.imgur.com/hrYgdGw.jpg 另外是讓觀眾看完氣得牙癢癢的，無非就是劇中無理取鬧、不尊重專業的刁民了。當然比專業，消防員的技術絕對是不容質疑的，一般人講話通常都不經過大腦，看到什麼都直接破口大罵，第一集有民眾指責消防員不射水，但實際卻是因為會引發爆燃，嚴重可能造成人員喪命。﻿ https://i.imgur.com/zEQq6Ux.jpg 消防員的工作包含救災救護，電視上常看到消防員「捕蜂捉蛇」，但其實並非歸屬於消防員的業務範圍，而是「農業局」的工作，當被拒絕「為民服務」，還要遭受到民眾的謾罵，只能說各行各業都有不為人知的辛苦啊。﻿ https://i.imgur.com/Qo2RsGc.jpg 追完《火神的眼淚》，對於各種醫學術語都會有進一步的認識：OHCA（到院前心肺功能停止）、AIR HUNGER（呼吸困難）、ROSC（恢復自發性循環）、CO宣導（防範一氧化碳宣導）、EMT（緊急救護技術員）、BOSMIN（強心劑、腎上腺素注射液）、IV（打點滴）、D50（50%葡萄糖注射液）、PAROXETINE（抗憂鬱劑）、EMT-P（高級救護技術員）﻿。 https://i.imgur.com/IO7RQU4.jpg 不過對於最後義陽的殉職，前面立了不少flag，也有跡可循，如果以我是觀眾的角度，也會希望編劇藉由他的死亡來讓喚醒國民對消防的重視。﻿ https://i.imgur.com/DbT1tUy.jpg 《火神的眼淚》算是開啟了「消防議題」的先河，點出消防員的困境，以及這個職業的辛酸血淚。一個重大的體制不可能只靠一齣戲就能告訴大家完美的解決方式，頂多只是點出問題，若能真正讓大家嚴正看待，後續的改革才是開始。﻿ https://i.imgur.com/tZIyyHq.jpg - 經典台詞✍🏻﻿ ▮就算再痛苦，只要她想活下去，我們都應該要救她。﻿ ▮我每天，就載你們這些喝酒醉的，我真正可以救命的，我救不到。﻿ ▮我們是消防員，不是法官、更不是上帝，我們的職責就是好好的把傷病患送到醫院不是嗎？﻿ ▮我覺得我以前太自以為是了，看到什麼不爽，我就發飆，沒有想過可能那個人真的有困難。﻿ ▮我不是為了他們的感謝而救他的。﻿ ▮如果做什麼事，只想著讓民眾有感，那以後我們做什麼事，只要作作秀就行了。﻿ ▮你們跟我們醫護人員一樣，辛辛苦苦照顧別人，一天到晚被罵。﻿ ▮如果沒死幾個消防員，大家永遠都不重視我們的命。﻿ ▮你爸曾經跟我說，如果你今天救一個人，他可能可以幫助五個人，而這五個人，之後可以幫助更多人，那這個世界就會不一樣了。﻿ ▮在死亡面前，我們每個人都是平等的。﻿ ▮不管是好人、壞人，是敵人還是朋友，只要他想活下去，哪怕只有那麼一點點的機會，都必須被搶救，不是嗎？﻿ ▮義陽離開我們，我們大家都很難過，但我們現在唯一能做的，就是提起我們的精神，找回我們的初衷，扮演好我們消防隊員的角色，好嗎？﻿ ▮如果今天救人的，反而變成被救的人，那是我們消防隊，最大的失職。﻿ ▮你是一個優秀的消防員，如果無法真實面對自己的問題，是沒辦法救任何人的。﻿ - 歡迎追蹤～一起看劇看電影！ POPDAILY： https://www.popdaily.com.tw/user/204286 IG： https://www.instagram.com/dramovie_jun/?hl=zh-tw,"火神的眼淚,台劇,職人劇,觀後感,心得"
這個實習到底合不合理？,https://www.dcard.tw/f/mood/p/236424778,現在都是性別平等、平權的時代了，到底為什麼每次看到媒體報導警察同仁出事時，有時候會出現因不正當交往被上級懲處的事情。選擇自己愛的人到底哪裡不對了？因什麼不正當交往被懲處，是不是有性別歧視的嫌疑。,
罵一罵比較爽？換位思考很難？性別歧視從你我開始消除,https://www.dcard.tw/f/mood/p/236394777,https://megapx-assets.dcard.tw/images/db6565f7-ce07-4013-8ed2-368e39157926/1280.jpeg,"梗圖,有趣,搞笑"
#純抒發 和爸爸關係不好,https://www.dcard.tw/f/mood/p/236337902,NULL,NULL
【名家專欄】勿重蹈蘇聯時代「綏靖」政策,https://www.dcard.tw/f/mood/p/236327039,大家好雖然遠距了但課還是要上 我們通識課期末需要做一個問卷並分析 我們的主題是大學生對於政大事件帶來的性別歧視此事的看法 https://docs.google.com/forms/d/1on39NE1yXz4E123MA-n4hrqt6a-80lkIuuGZmTL3bBc/edit?ts=607c4028 希望有空的同學們可以幫我們填個問卷💕 祝大家期末都能歐趴 https://i.imgur.com/FN6ayP6.jpg,"問卷,通識,期末考"
看得出你很會「獨立思考」,https://www.dcard.tw/f/mood/p/236317560,"https://i.imgur.com/335ZJH0.jpg 剛剛在巴哈看到這個報導 https://gnn.gamer.com.tw/detail.php?sn=215426 以下引述報導內文： Reach3 Insights針對900名女性玩家(主要來自美國、德國、中國) 做了一些遊戲習慣與對遊戲中女性形象想法的調查。 77% 的女性玩家表示在進行遊戲時經歷性別歧視，70% 受到能力或技能上的質疑，65% 因為性別影響遊戲職業分工，50% 覺得遭到矮化或被哄騙，而 44% 的人則收到了不請自來、發展戀愛關係的要求。 另外，80%的女性玩家對於在 AAA 級大作中的女性角色呈現表示滿意，而 91% 的女性對於獨立研發遊戲中的女性形象感覺滿意。 　　調查也指出吸引女性玩家的核心遊戲元素，88% 的玩家遊玩競技遊戲，75% 的玩家遊玩動作或生存遊戲，66% 的玩家則是射擊遊戲。而 61% 的受訪者回答，他們希望看到遊戲公司打造出全女性的電競團隊來參與高水準的電競賽事。 ______分隔線_____ 搬來狄卡想問問版上大家怎麼看 女生會特別隱藏性別玩遊戲嗎? 我自己個人是不會辣，遇到戰性別的人直接封鎖或不理就好， 不過還真的是有遇過把線上遊戲當交友軟體的人XDD 這邊不是指遊戲不能交朋友，如果是""真""純交朋友當然大歡迎， 畢竟能一起玩遊戲的朋友真的是難能可貴r 但就是有那種玩一玩突然要line或要ig 說玩遊戲糾人方便(難道dc不好ㄇ?🤔 真的給了之後開始照三餐問候在幹嘛 因為對對方沒興趣，他聊的話題也一點都不有趣 就都隔很久才回訊息 結果對方好像沒感受出我很煩的樣子， 一樣一天好幾個訊息 甚至遊戲玩到一半還會傳訊息問我 : 有空玩遊戲怎麼不回訊息QQ 記得最後鬧的不太愉快 態度硬一點跟對方說不想聊天 對方直接腦羞 說我這樣交不到朋友、LINE不就是拿來聊天的嗎(當初不是你一直盧才給的嗎.... 經驗大概是這樣 所以也大概能理解某些女生的想法辣 大家怎麼看呢？以下開放討論( σ ˊ∀`)σ","性別,遊戲,心情"
只有男生會作弊？,https://www.dcard.tw/f/mood/p/236281962,"不要陪男人長大其實就是一個金句 ,,<<<標題引用自此文https://www.thenewslens.com/article/117374>>> 然後認真來說 學生時期 男生成績比女生好 像是頂大男女比 6比4 還不包含男生就讀科系分數較高 出社會薪水比女生多 男生也較少花錢去休閒娛樂 但是總是說男生比較不成熟 當然這跟父母從小對子女不同教育方針 不是女生真的比較沒用 可是鮮少聽過有人拿這個攻擊女性的 有趣的是女生成績較差 尤其數理 但是如果嘲笑女生數理差就會被說是性別歧視 無理由的歧視卻在網路上不斷流傳 頗為諷刺 很難想像這是號稱要追求性別平等的年代所發生的事情 最近剛好接了一個高中學生的社會家教 拿起公民課本來看 想起了一些有趣的事情 像是以前老師都舉例 社會輿論會逼女生蠟燭兩頭燒 要做家事又要上班 媒體推崇好媳婦 現在媒體則是推崇好男人 要承擔經濟壓力不讓女生出錢 不管上班時數是否多於女生 加班回家還是要平分家事 不少人評論女生多做家事是壓榨女性 性別不平等的現象 但是負擔大部分經濟支出則不是壓迫男性 是男生自願的 這跟一個公民課本的概念 親密關係的民主化 蠻相關的 其實親密關係 是可以談論的 然後不要愛喝有毒的雞湯拉 會死得",
